Dataset,Granularity,AUC,Total Days,Normal,Anom,F1_BestF1,Precision_BestF1,Recall_BestF1,Accuracy_BestF1,F1_ROC_TopLeft,Precision_ROC_TopLeft,Recall_ROC_TopLeft,Accuracy_ROC_TopLeft,F1_Recall_90,Precision_Recall_90,Recall_Recall_90,Accuracy_Recall_90,F1_FPR_10,Precision_FPR_10,Recall_FPR_10,Accuracy_FPR_10
Sensor 3,20,0.5743243243243242,55,37,18,0.5483870967741935,0.38636363636363635,0.9444444444444444,0.4909090909090909,0.45,0.4090909090909091,0.5,0.6,0.5483870967741935,0.38636363636363635,0.9444444444444444,0.4909090909090909,0.17391304347826086,0.4,0.1111111111111111,0.6545454545454545
Sensor 3,25,0.7473118279569892,46,31,15,0.6382978723404256,0.46875,1.0,0.6304347826086957,0.5405405405405406,0.45454545454545453,0.6666666666666666,0.6304347826086957,0.6222222222222222,0.4666666666666667,0.9333333333333333,0.6304347826086957,0.5833333333333334,0.7777777777777778,0.4666666666666667,0.782608695652174
Sensor 3,5,0.646249184605349,251,146,105,0.6289752650176679,0.5,0.8476190476190476,0.5816733067729084,0.5700483091787439,0.5784313725490197,0.5619047619047619,0.6454183266932271,0.6168831168831169,0.46798029556650245,0.9047619047619048,0.5298804780876494,0.23880597014925373,0.5517241379310345,0.1523809523809524,0.5936254980079682
Sensor 3,50,0.6962962962962962,24,15,9,0.64,0.5,0.8888888888888888,0.625,0.6363636363636364,0.5384615384615384,0.7777777777777778,0.6666666666666666,0.5806451612903226,0.4090909090909091,1.0,0.4583333333333333,0.46153846153846156,0.75,0.3333333333333333,0.7083333333333334
Sensor 4,10,0.5905671296296297,120,72,48,0.5897435897435898,0.42592592592592593,0.9583333333333334,0.4666666666666667,0.4819277108433735,0.5714285714285714,0.4166666666666667,0.6416666666666667,0.5789473684210527,0.4230769230769231,0.9166666666666666,0.4666666666666667,0.3125,0.625,0.20833333333333334,0.6333333333333333
Sensor 4,2.5,0.5530367231638418,463,295,168,0.5360134003350083,0.372960372960373,0.9523809523809523,0.4017278617710583,0.48484848484848486,0.4512820512820513,0.5238095238095238,0.5961123110151187,0.5205479452054794,0.36538461538461536,0.9047619047619048,0.3952483801295896,0.22624434389140272,0.4716981132075472,0.1488095238095238,0.6306695464362851
Sensor 4,20,0.5698198198198199,55,37,18,0.5423728813559322,0.3902439024390244,0.8888888888888888,0.509090909090909,0.52,0.40625,0.7222222222222222,0.5636363636363636,0.5396825396825397,0.37777777777777777,0.9444444444444444,0.4727272727272727,0.2727272727272727,0.75,0.16666666666666666,0.7090909090909091
Sensor 4,25,0.6268817204301075,46,31,15,0.5384615384615384,0.3783783783783784,0.9333333333333333,0.4782608695652174,0.4827586206896552,0.5,0.4666666666666667,0.6739130434782609,0.5384615384615384,0.3783783783783784,0.9333333333333333,0.4782608695652174,0.5217391304347826,0.75,0.4,0.7608695652173914
Sensor 4,5,0.6146444879321591,251,146,105,0.5955882352941176,0.48502994011976047,0.7714285714285715,0.5617529880478087,0.5636363636363636,0.5391304347826087,0.5904761904761905,0.6175298804780877,0.5792682926829268,0.4260089686098655,0.9047619047619048,0.450199203187251,0.15748031496062992,0.45454545454545453,0.09523809523809523,0.5737051792828686
Sensor 4,50,0.5037037037037038,24,15,9,0.5625,0.391304347826087,1.0,0.4166666666666667,0.5,0.45454545454545453,0.5555555555555556,0.5833333333333334,0.5625,0.391304347826087,1.0,0.4166666666666667,0.2,1.0,0.1111111111111111,0.6666666666666666
