Dataset,Granularity,AUC,Total Days,Normal,Anom,F1_BestF1,Precision_BestF1,Recall_BestF1,Accuracy_BestF1,F1_ROC_TopLeft,Precision_ROC_TopLeft,Recall_ROC_TopLeft,Accuracy_ROC_TopLeft,F1_Recall_90,Precision_Recall_90,Recall_Recall_90,Accuracy_Recall_90,F1_FPR_10,Precision_FPR_10,Recall_FPR_10,Accuracy_FPR_10
Faulty (F+A),5,0.6549575994781474,251,146,105,0.61875,0.4604651162790698,0.9428571428571428,0.5139442231075697,0.5480769230769231,0.5533980582524272,0.5428571428571428,0.6254980079681275,0.61875,0.4604651162790698,0.9428571428571428,0.5139442231075697,0.40268456375838924,0.6818181818181818,0.2857142857142857,0.6454183266932271
Faulty (F+A),50,0.6555555555555556,24,15,9,0.6153846153846154,1.0,0.4444444444444444,0.7916666666666666,0.6153846153846154,1.0,0.4444444444444444,0.7916666666666666,0.6,0.42857142857142855,1.0,0.5,0.6153846153846154,1.0,0.4444444444444444,0.7916666666666666
Sensor 1,10,0.6594328703703703,120,72,48,0.6122448979591837,0.6,0.625,0.6833333333333333,0.6122448979591837,0.6,0.625,0.6833333333333333,0.5945945945945946,0.44,0.9166666666666666,0.5,0.3076923076923077,0.5882352941176471,0.20833333333333334,0.625
Sensor 1,2.5,0.5911723163841808,463,295,168,0.5413005272407733,0.38403990024937656,0.9166666666666666,0.43628509719222464,0.47023809523809523,0.47023809523809523,0.47023809523809523,0.6155507559395248,0.5396825396825397,0.38345864661654133,0.9107142857142857,0.43628509719222464,0.39183673469387753,0.6233766233766234,0.2857142857142857,0.6781857451403888
Sensor 1,20,0.7394894894894896,55,37,18,0.6060606060606061,0.6666666666666666,0.5555555555555556,0.7636363636363637,0.6,0.5454545454545454,0.6666666666666666,0.7090909090909091,0.5396825396825397,0.37777777777777777,0.9444444444444444,0.4727272727272727,0.5925925925925926,0.8888888888888888,0.4444444444444444,0.8
Sensor 1,25,0.8,46,31,15,0.7027027027027027,0.5909090909090909,0.8666666666666667,0.7608695652173914,0.7027027027027027,0.5909090909090909,0.8666666666666667,0.7608695652173914,0.6666666666666666,0.5185185185185185,0.9333333333333333,0.6956521739130435,0.36363636363636365,0.5714285714285714,0.26666666666666666,0.6956521739130435
Sensor 1,5,0.6432811480756686,251,146,105,0.592,0.5103448275862069,0.7047619047619048,0.5936254980079682,0.5862068965517241,0.5354330708661418,0.6476190476190476,0.6175298804780877,0.5740181268882175,0.42035398230088494,0.9047619047619048,0.43824701195219123,0.47435897435897434,0.7254901960784313,0.3523809523809524,0.6733067729083665
Sensor 1,50,0.7518518518518519,24,15,9,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.7916666666666666,0.631578947368421,0.6,0.6666666666666666,0.7083333333333334,0.5806451612903226,0.4090909090909091,1.0,0.4583333333333333,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.7916666666666666
Sensor 2,10,0.668258101851852,120,72,48,0.625,0.5,0.8333333333333334,0.6,0.5849056603773585,0.5344827586206896,0.6458333333333334,0.6333333333333333,0.6040268456375839,0.44554455445544555,0.9375,0.5083333333333333,0.22580645161290322,0.5,0.14583333333333334,0.6
Sensor 2,2.5,0.5217413236481033,463,295,168,0.5405405405405406,0.37735849056603776,0.9523809523809523,0.41252699784017277,0.42105263157894735,0.39378238341968913,0.4523809523809524,0.5485961123110151,0.5294117647058824,0.37317073170731707,0.9107142857142857,0.41252699784017277,0.1553398058252427,0.42105263157894735,0.09523809523809523,0.6241900647948164
Sensor 2,20,0.6036036036036037,55,37,18,0.5079365079365079,0.35555555555555557,0.8888888888888888,0.43636363636363634,0.5,0.5714285714285714,0.4444444444444444,0.7090909090909091,0.4931506849315068,0.32727272727272727,1.0,0.32727272727272727,0.0,0.0,0.0,0.6727272727272727
Sensor 2,25,0.5892473118279569,46,31,15,0.5098039215686274,0.3611111111111111,0.8666666666666667,0.45652173913043476,0.5,0.4,0.6666666666666666,0.5652173913043478,0.4918032786885246,0.32608695652173914,1.0,0.32608695652173914,0.0,0.0,0.0,0.6739130434782609
Sensor 2,5,0.5292237442922374,251,146,105,0.5994236311239193,0.4297520661157025,0.9904761904761905,0.44621513944223107,0.4716981132075472,0.4672897196261682,0.47619047619047616,0.5537848605577689,0.5825825825825826,0.42543859649122806,0.9238095238095239,0.44621513944223107,0.11764705882352941,0.5,0.06666666666666667,0.5816733067729084
Sensor 2,50,0.6,24,15,9,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.5833333333333334,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.5833333333333334,0.5454545454545454,0.375,1.0,0.375,0.0,0.0,0.0,0.625
Sensor 3,10,0.5902777777777778,120,72,48,0.5806451612903226,0.4205607476635514,0.9375,0.4583333333333333,0.5714285714285714,0.4788732394366197,0.7083333333333334,0.575,0.5789473684210527,0.4230769230769231,0.9166666666666666,0.4666666666666667,0.28125,0.5625,0.1875,0.6166666666666667
Sensor 3,2.5,0.557001614205004,463,295,168,0.5421487603305785,0.37528604118993136,0.9761904761904762,0.4017278617710583,0.47,0.4051724137931034,0.5595238095238095,0.5421166306695464,0.5305410122164049,0.37530864197530867,0.9047619047619048,0.4190064794816415,0.22522522522522523,0.46296296296296297,0.1488095238095238,0.6285097192224622
Sensor 3,20,0.6073573573573573,55,37,18,0.5818181818181818,0.43243243243243246,0.8888888888888888,0.5818181818181818,0.5416666666666666,0.43333333333333335,0.7222222222222222,0.6,0.5666666666666667,0.40476190476190477,0.9444444444444444,0.5272727272727272,0.09523809523809523,0.3333333333333333,0.05555555555555555,0.6545454545454545
Sensor 3,25,0.7225806451612904,46,31,15,0.6046511627906976,0.4642857142857143,0.8666666666666667,0.6304347826086957,0.5853658536585366,0.46153846153846156,0.8,0.6304347826086957,0.5714285714285714,0.4117647058823529,0.9333333333333333,0.5434782608695652,0.5,0.6666666666666666,0.4,0.7391304347826086
Sensor 3,5,0.6279843444227006,251,146,105,0.6055045871559633,0.44594594594594594,0.9428571428571428,0.4860557768924303,0.5368421052631579,0.6,0.4857142857142857,0.649402390438247,0.5919003115264797,0.4398148148148148,0.9047619047619048,0.47808764940239046,0.3,0.6,0.2,0.6095617529880478
Sensor 3,50,0.7666666666666666,24,15,9,0.6956521739130435,0.5714285714285714,0.8888888888888888,0.7083333333333334,0.6666666666666666,0.5833333333333334,0.7777777777777778,0.7083333333333334,0.6206896551724138,0.45,1.0,0.5416666666666666,0.5,1.0,0.3333333333333333,0.75
Sensor 4,10,0.6226851851851852,120,72,48,0.6142857142857143,0.4673913043478261,0.8958333333333334,0.55,0.5233644859813084,0.4745762711864407,0.5833333333333334,0.575,0.5866666666666667,0.43137254901960786,0.9166666666666666,0.48333333333333334,0.36363636363636365,0.6666666666666666,0.25,0.65
Sensor 4,2.5,0.5542675544794189,463,295,168,0.5409836065573771,0.3733031674208145,0.9821428571428571,0.3952483801295896,0.46965699208443273,0.4218009478672986,0.5297619047619048,0.5658747300215983,0.5250431778929189,0.36982968369829683,0.9047619047619048,0.4060475161987041,0.1935483870967742,0.42857142857142855,0.125,0.6220302375809935
Sensor 4,20,0.6711711711711712,55,37,18,0.5957446808510638,0.4827586206896552,0.7777777777777778,0.6545454545454545,0.5909090909090909,0.5,0.7222222222222222,0.6727272727272727,0.5862068965517241,0.425,0.9444444444444444,0.5636363636363636,0.09090909090909091,0.25,0.05555555555555555,0.6363636363636364
Sensor 4,25,0.6946236559139785,46,31,15,0.6111111111111112,0.5238095238095238,0.7333333333333333,0.6956521739130435,0.6111111111111112,0.5238095238095238,0.7333333333333333,0.6956521739130435,0.5,0.34146341463414637,0.9333333333333333,0.391304347826087,0.5,0.6666666666666666,0.4,0.7391304347826086
Sensor 4,5,0.5693737769080234,251,146,105,0.5915492957746479,0.42,1.0,0.42231075697211157,0.47572815533980584,0.48514851485148514,0.4666666666666667,0.5697211155378487,0.5864197530864198,0.4337899543378995,0.9047619047619048,0.46613545816733065,0.3262411347517731,0.6388888888888888,0.21904761904761905,0.6215139442231076
Sensor 4,50,0.4703703703703703,24,15,9,0.5454545454545454,0.375,1.0,0.375,0.42857142857142855,0.6,0.3333333333333333,0.6666666666666666,0.5454545454545454,0.375,1.0,0.375,0.36363636363636365,1.0,0.2222222222222222,0.7083333333333334
