Dataset,Granularity,AUC,Total Days,Normal,Anom,F1_BestF1,Precision_BestF1,Recall_BestF1,Accuracy_BestF1,F1_ROC_TopLeft,Precision_ROC_TopLeft,Recall_ROC_TopLeft,Accuracy_ROC_TopLeft,F1_Recall_90,Precision_Recall_90,Recall_Recall_90,Accuracy_Recall_90,F1_FPR_10,Precision_FPR_10,Recall_FPR_10,Accuracy_FPR_10
Faulty (F+A),5,0.6318982387475538,251,146,105,0.6101694915254238,0.47368421052631576,0.8571428571428571,0.5418326693227091,0.5445544554455446,0.5670103092783505,0.5238095238095238,0.6334661354581673,0.6012658227848101,0.45023696682464454,0.9047619047619048,0.49800796812749004,0.323943661971831,0.6216216216216216,0.21904761904761905,0.6175298804780877
Faulty (F+A),50,0.6962962962962962,24,15,9,0.6206896551724138,0.45,1.0,0.5416666666666666,0.5882352941176471,0.625,0.5555555555555556,0.7083333333333334,0.6206896551724138,0.45,1.0,0.5416666666666666,0.5714285714285714,0.8,0.4444444444444444,0.75
Sensor 1,10,0.5824652777777777,120,72,48,0.5806451612903226,0.4205607476635514,0.9375,0.4583333333333333,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.6333333333333333,0.5806451612903226,0.4205607476635514,0.9375,0.4583333333333333,0.3333333333333333,0.6111111111111112,0.22916666666666666,0.6333333333333333
Sensor 1,2.5,0.5973062953995157,463,295,168,0.5391014975041597,0.3741339491916859,0.9642857142857143,0.4017278617710583,0.4702549575070821,0.4486486486486487,0.49404761904761907,0.5961123110151187,0.5277777777777778,0.37254901960784315,0.9047619047619048,0.41252699784017277,0.38016528925619836,0.6216216216216216,0.27380952380952384,0.6760259179265659
Sensor 1,20,0.6816816816816816,55,37,18,0.5806451612903226,0.6923076923076923,0.5,0.7636363636363637,0.55,0.5,0.6111111111111112,0.6727272727272727,0.5,0.34,0.9444444444444444,0.38181818181818183,0.5,0.7,0.3888888888888889,0.7454545454545455
Sensor 1,25,0.7301075268817204,46,31,15,0.65,0.52,0.8666666666666667,0.6956521739130435,0.65,0.52,0.8666666666666667,0.6956521739130435,0.5714285714285714,0.4117647058823529,0.9333333333333333,0.5434782608695652,0.36363636363636365,0.5714285714285714,0.26666666666666666,0.6956521739130435
Sensor 1,5,0.6117090671885193,251,146,105,0.5958904109589042,0.46524064171123,0.8285714285714286,0.5298804780876494,0.5077720207253886,0.5568181818181818,0.4666666666666667,0.6215139442231076,0.588957055214724,0.4343891402714932,0.9142857142857143,0.46613545816733065,0.423841059602649,0.6956521739130435,0.3047619047619048,0.6533864541832669
Sensor 1,50,0.7407407407407407,24,15,9,0.7058823529411765,0.75,0.6666666666666666,0.7916666666666666,0.7058823529411765,0.75,0.6666666666666666,0.7916666666666666,0.6206896551724138,0.45,1.0,0.5416666666666666,0.46153846153846156,0.75,0.3333333333333333,0.7083333333333334
Sensor 2,10,0.628761574074074,120,72,48,0.6142857142857143,0.4673913043478261,0.8958333333333334,0.55,0.5981308411214953,0.5423728813559322,0.6666666666666666,0.6416666666666667,0.5949367088607594,0.42727272727272725,0.9791666666666666,0.4666666666666667,0.19672131147540983,0.46153846153846156,0.125,0.5916666666666667
Sensor 2,2.5,0.5109665052461663,463,295,168,0.5324881141045958,0.36285097192224625,1.0,0.36285097192224625,0.4263157894736842,0.38207547169811323,0.48214285714285715,0.5291576673866091,0.5288135593220339,0.3696682464454976,0.9285714285714286,0.39956803455723544,0.14634146341463414,0.40540540540540543,0.08928571428571429,0.6220302375809935
Sensor 2,20,0.5195195195195195,55,37,18,0.4931506849315068,0.32727272727272727,1.0,0.32727272727272727,0.48484848484848486,0.5333333333333333,0.4444444444444444,0.6909090909090909,0.4931506849315068,0.32727272727272727,1.0,0.32727272727272727,0.0,0.0,0.0,0.6727272727272727
Sensor 2,25,0.5462365591397849,46,31,15,0.5098039215686274,0.3611111111111111,0.8666666666666667,0.45652173913043476,0.42105263157894735,0.34782608695652173,0.5333333333333333,0.5217391304347826,0.4918032786885246,0.32608695652173914,1.0,0.32608695652173914,0.0,0.0,0.0,0.6739130434782609
Sensor 2,5,0.5523809523809523,251,146,105,0.5898876404494382,0.41832669322709165,1.0,0.41832669322709165,0.5311203319502075,0.47058823529411764,0.6095238095238096,0.549800796812749,0.5730994152046783,0.41350210970464135,0.9333333333333333,0.41832669322709165,0.11764705882352941,0.5,0.06666666666666667,0.5816733067729084
Sensor 2,50,0.6037037037037036,24,15,9,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.5833333333333334,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.5833333333333334,0.5454545454545454,0.375,1.0,0.375,0.18181818181818182,0.5,0.1111111111111111,0.625
Sensor 3,10,0.5746527777777778,120,72,48,0.5818181818181818,0.41025641025641024,1.0,0.425,0.4666666666666667,0.5,0.4375,0.6,0.5605095541401274,0.4036697247706422,0.9166666666666666,0.425,0.3333333333333333,0.6111111111111112,0.22916666666666666,0.6333333333333333
Sensor 3,2.5,0.5929983857949959,463,295,168,0.5440900562851783,0.3972602739726027,0.8630952380952381,0.47516198704103674,0.5012165450121655,0.42386831275720166,0.6130952380952381,0.5572354211663066,0.5371024734982333,0.38190954773869346,0.9047619047619048,0.43412526997840173,0.2956521739130435,0.5483870967741935,0.20238095238095238,0.6501079913606912
Sensor 3,20,0.6036036036036035,55,37,18,0.5483870967741935,0.38636363636363635,0.9444444444444444,0.4909090909090909,0.4888888888888889,0.4074074074074074,0.6111111111111112,0.5818181818181818,0.5483870967741935,0.38636363636363635,0.9444444444444444,0.4909090909090909,0.09523809523809523,0.3333333333333333,0.05555555555555555,0.6545454545454545
Sensor 3,25,0.7258064516129032,46,31,15,0.6086956521739131,0.45161290322580644,0.9333333333333333,0.6086956521739131,0.6046511627906976,0.4642857142857143,0.8666666666666667,0.6304347826086957,0.6086956521739131,0.45161290322580644,0.9333333333333333,0.6086956521739131,0.45454545454545453,0.7142857142857143,0.3333333333333333,0.7391304347826086
Sensor 3,5,0.615362035225049,251,146,105,0.6144200626959248,0.45794392523364486,0.9333333333333333,0.5099601593625498,0.5617021276595745,0.5076923076923077,0.6285714285714286,0.5896414342629482,0.6134185303514377,0.46153846153846156,0.9142857142857143,0.5179282868525896,0.2706766917293233,0.6428571428571429,0.17142857142857143,0.6135458167330677
Sensor 3,50,0.762962962962963,24,15,9,0.6666666666666666,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.7777777777777778,0.7083333333333334,0.5806451612903226,0.4090909090909091,1.0,0.4583333333333333,0.5714285714285714,0.8,0.4444444444444444,0.75
Sensor 4,10,0.6030092592592592,120,72,48,0.5942028985507246,0.45555555555555555,0.8541666666666666,0.5333333333333333,0.5057471264367817,0.5641025641025641,0.4583333333333333,0.6416666666666667,0.5921052631578947,0.4326923076923077,0.9375,0.48333333333333334,0.3076923076923077,0.5882352941176471,0.20833333333333334,0.625
Sensor 4,2.5,0.5820722356739306,463,295,168,0.5405405405405406,0.43478260869565216,0.7142857142857143,0.5593952483801296,0.529126213592233,0.44672131147540983,0.6488095238095238,0.5809935205183585,0.5214408233276158,0.36626506024096384,0.9047619047619048,0.39740820734341253,0.20909090909090908,0.4423076923076923,0.13690476190476192,0.6241900647948164
Sensor 4,20,0.7087087087087087,55,37,18,0.6363636363636364,0.5384615384615384,0.7777777777777778,0.7090909090909091,0.6363636363636364,0.5384615384615384,0.7777777777777778,0.7090909090909091,0.5964912280701754,0.4358974358974359,0.9444444444444444,0.5818181818181818,0.2727272727272727,0.75,0.16666666666666666,0.7090909090909091
Sensor 4,25,0.7301075268817204,46,31,15,0.6,0.48,0.8,0.6521739130434783,0.6,0.48,0.8,0.6521739130434783,0.5714285714285714,0.4117647058823529,0.9333333333333333,0.5434782608695652,0.43478260869565216,0.625,0.3333333333333333,0.717391304347826
Sensor 4,5,0.5960861056751467,251,146,105,0.599406528189911,0.4353448275862069,0.9619047619047619,0.46215139442231074,0.5493562231759657,0.5,0.6095238095238096,0.5816733067729084,0.5882352941176471,0.43577981651376146,0.9047619047619048,0.4701195219123506,0.2753623188405797,0.5757575757575758,0.18095238095238095,0.601593625498008
Sensor 4,50,0.4296296296296296,24,15,9,0.5625,0.391304347826087,1.0,0.4166666666666667,0.375,0.42857142857142855,0.3333333333333333,0.5833333333333334,0.5625,0.391304347826087,1.0,0.4166666666666667,0.2,1.0,0.1111111111111111,0.6666666666666666
