Dataset,Granularity,AUC,Total Days,Normal,Anom,F1_BestF1,Precision_BestF1,Recall_BestF1,Accuracy_BestF1,F1_ROC_TopLeft,Precision_ROC_TopLeft,Recall_ROC_TopLeft,Accuracy_ROC_TopLeft,F1_Recall_90,Precision_Recall_90,Recall_Recall_90,Accuracy_Recall_90,F1_FPR_10,Precision_FPR_10,Recall_FPR_10,Accuracy_FPR_10
Sensor 1,20,0.6493993993993993,55,37,18,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.6363636363636364,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.6363636363636364,0.4857142857142857,0.3269230769230769,0.9444444444444444,0.34545454545454546,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.7272727272727273
Sensor 1,25,0.7172043010752688,46,31,15,0.6190476190476191,0.48148148148148145,0.8666666666666667,0.6521739130434783,0.5789473684210527,0.4782608695652174,0.7333333333333333,0.6521739130434783,0.5957446808510638,0.4375,0.9333333333333333,0.5869565217391305,0.42105263157894735,1.0,0.26666666666666666,0.7608695652173914
Sensor 1,5,0.6137312459230269,251,146,105,0.5898876404494382,0.41832669322709165,1.0,0.41832669322709165,0.5106382978723404,0.5783132530120482,0.45714285714285713,0.6334661354581673,0.5757575757575758,0.4222222222222222,0.9047619047619048,0.44223107569721115,0.4473684210526316,0.723404255319149,0.3238095238095238,0.6653386454183267
Sensor 1,50,0.7555555555555555,24,15,9,0.7058823529411765,0.75,0.6666666666666666,0.7916666666666666,0.7058823529411765,0.75,0.6666666666666666,0.7916666666666666,0.6206896551724138,0.45,1.0,0.5416666666666666,0.46153846153846156,0.75,0.3333333333333333,0.7083333333333334
Sensor 2,10,0.6665219907407407,120,72,48,0.6142857142857143,0.4673913043478261,0.8958333333333334,0.55,0.5714285714285714,0.5263157894736842,0.625,0.625,0.6040268456375839,0.44554455445544555,0.9375,0.5083333333333333,0.22580645161290322,0.5,0.14583333333333334,0.6
Sensor 2,2.5,0.5307001614205005,463,295,168,0.5335515548281505,0.36794582392776526,0.9702380952380952,0.38444924406047515,0.45194805194805193,0.4009216589861751,0.5178571428571429,0.5442764578833693,0.524701873935264,0.36754176610978523,0.9166666666666666,0.39740820734341253,0.1926605504587156,0.42,0.125,0.6198704103671706
Sensor 2,20,0.5615615615615616,55,37,18,0.5,0.34782608695652173,0.8888888888888888,0.41818181818181815,0.48484848484848486,0.5333333333333333,0.4444444444444444,0.6909090909090909,0.4931506849315068,0.32727272727272727,1.0,0.32727272727272727,0.0,0.0,0.0,0.6727272727272727
Sensor 2,25,0.5397849462365591,46,31,15,0.5098039215686274,0.3611111111111111,0.8666666666666667,0.45652173913043476,0.41025641025641024,0.3333333333333333,0.5333333333333333,0.5,0.4918032786885246,0.32608695652173914,1.0,0.32608695652173914,0.0,0.0,0.0,0.6739130434782609
Sensor 2,5,0.5238747553816047,251,146,105,0.5898876404494382,0.41832669322709165,1.0,0.41832669322709165,0.5,0.45038167938931295,0.5619047619047619,0.5298804780876494,0.5730994152046783,0.41350210970464135,0.9333333333333333,0.41832669322709165,0.05172413793103448,0.2727272727272727,0.02857142857142857,0.5617529880478087
Sensor 2,50,0.6222222222222222,24,15,9,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.5833333333333334,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.5833333333333334,0.5454545454545454,0.375,1.0,0.375,0.36363636363636365,1.0,0.2222222222222222,0.7083333333333334
Sensor 3,10,0.6394675925925926,120,72,48,0.5899280575539568,0.45054945054945056,0.8541666666666666,0.525,0.5660377358490566,0.5172413793103449,0.625,0.6166666666666667,0.5769230769230769,0.4166666666666667,0.9375,0.45,0.3582089552238806,0.631578947368421,0.25,0.6416666666666667
Sensor 3,2.5,0.5646085552865214,463,295,168,0.5428051001821493,0.3910761154855643,0.8869047619047619,0.45788336933045354,0.4723618090452261,0.40869565217391307,0.5595238095238095,0.5464362850971922,0.5371024734982333,0.38190954773869346,0.9047619047619048,0.43412526997840173,0.1932367149758454,0.5128205128205128,0.11904761904761904,0.6393088552915767
Sensor 3,20,0.5953453453453453,55,37,18,0.5396825396825397,0.37777777777777777,0.9444444444444444,0.4727272727272727,0.46511627906976744,0.4,0.5555555555555556,0.5818181818181818,0.5396825396825397,0.37777777777777777,0.9444444444444444,0.4727272727272727,0.25,0.5,0.16666666666666666,0.6727272727272727
Sensor 3,25,0.6483870967741936,46,31,15,0.5833333333333334,0.42424242424242425,0.9333333333333333,0.5652173913043478,0.4827586206896552,0.5,0.4666666666666667,0.6739130434782609,0.5833333333333334,0.42424242424242425,0.9333333333333333,0.5652173913043478,0.36363636363636365,0.5714285714285714,0.26666666666666666,0.6956521739130435
Sensor 3,5,0.6467384213959557,251,146,105,0.6141732283464567,0.5234899328859061,0.7428571428571429,0.6095617529880478,0.6104417670682731,0.5277777777777778,0.7238095238095238,0.6135458167330677,0.6050955414012739,0.45454545454545453,0.9047619047619048,0.5059760956175299,0.2753623188405797,0.5757575757575758,0.18095238095238095,0.601593625498008
Sensor 3,50,0.7703703703703704,24,15,9,0.6666666666666666,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.631578947368421,0.6,0.6666666666666666,0.7083333333333334,0.6,0.42857142857142855,1.0,0.5,0.5714285714285714,0.8,0.4444444444444444,0.75
Sensor 4,10,0.6299189814814815,120,72,48,0.6013071895424836,0.4380952380952381,0.9583333333333334,0.49166666666666664,0.5217391304347826,0.5454545454545454,0.5,0.6333333333333333,0.5945945945945946,0.44,0.9166666666666666,0.5,0.42857142857142855,0.6818181818181818,0.3125,0.6666666666666666
Sensor 4,2.5,0.5520480225988701,463,295,168,0.5376,0.3676148796498906,1.0,0.3758099352051836,0.4756756756756757,0.43564356435643564,0.5238095238095238,0.5809935205183585,0.5223367697594502,0.3671497584541063,0.9047619047619048,0.39956803455723544,0.1588785046728972,0.3695652173913043,0.10119047619047619,0.6112311015118791
Sensor 4,20,0.7042042042042043,55,37,18,0.6521739130434783,0.5357142857142857,0.8333333333333334,0.7090909090909091,0.6521739130434783,0.5357142857142857,0.8333333333333334,0.7090909090909091,0.5862068965517241,0.425,0.9444444444444444,0.5636363636363636,0.38461538461538464,0.625,0.2777777777777778,0.7090909090909091
Sensor 4,25,0.6118279569892473,46,31,15,0.5531914893617021,0.40625,0.8666666666666667,0.5434782608695652,0.4864864864864865,0.4090909090909091,0.6,0.5869565217391305,0.5185185185185185,0.358974358974359,0.9333333333333333,0.43478260869565216,0.43478260869565216,0.625,0.3333333333333333,0.717391304347826
Sensor 4,5,0.5753098499673842,251,146,105,0.5947521865889213,0.42857142857142855,0.9714285714285714,0.44621513944223107,0.5407725321888412,0.4921875,0.6,0.5737051792828686,0.5765765765765766,0.42105263157894735,0.9142857142857143,0.43824701195219123,0.3,0.6,0.2,0.6095617529880478
Sensor 4,50,0.7407407407407407,24,15,9,0.6428571428571429,0.47368421052631576,1.0,0.5833333333333334,0.6363636363636364,0.5384615384615384,0.7777777777777778,0.6666666666666666,0.6428571428571429,0.47368421052631576,1.0,0.5833333333333334,0.46153846153846156,0.75,0.3333333333333333,0.7083333333333334
